,STOCK_000,STOCK_001,STOCK_002,STOCK_003,STOCK_004,STOCK_005,STOCK_006,STOCK_007,STOCK_008,STOCK_009,STOCK_010,STOCK_011,STOCK_012,STOCK_013,STOCK_014,STOCK_015,STOCK_016,STOCK_017,STOCK_018,STOCK_019,STOCK_020,STOCK_021,STOCK_022,STOCK_023,STOCK_024,STOCK_025,STOCK_026,STOCK_027,STOCK_028,STOCK_029,STOCK_030,STOCK_031,STOCK_032,STOCK_033,STOCK_034,STOCK_035,STOCK_036,STOCK_037,STOCK_038,STOCK_039,STOCK_040,STOCK_041,STOCK_042,STOCK_043,STOCK_044,STOCK_045,STOCK_046,STOCK_047,STOCK_048,STOCK_049,STOCK_050,STOCK_051,STOCK_052,STOCK_053,STOCK_054,STOCK_055,STOCK_056,STOCK_057,STOCK_058,STOCK_059,STOCK_060,STOCK_061,STOCK_062,STOCK_063,STOCK_064,STOCK_065,STOCK_066,STOCK_067,STOCK_068,STOCK_069,STOCK_070,STOCK_071,STOCK_072,STOCK_073,STOCK_074,STOCK_075,STOCK_076,STOCK_077,STOCK_078,STOCK_079,STOCK_080,STOCK_081,STOCK_082,STOCK_083,STOCK_084,STOCK_085,STOCK_086,STOCK_087,STOCK_088,STOCK_089,STOCK_090,STOCK_091,STOCK_092,STOCK_093,STOCK_094,STOCK_095,STOCK_096,STOCK_097,STOCK_098,STOCK_099
STOCK_023,-0.045853220582933056,0.005292998633379851,-0.029213268426791953,0.18691209409089296,0.12188659729249045,-0.1993250177202803,0.006765826222675229,-0.17705614442530704,0.33419189606721006,0.044972171424757915,-0.21586182659604114,0.0717057637001311,-0.036863167323818655,0.18566860759229906,-0.252879395938134,0.2265645564890638,-0.3609362748328633,-0.01585143491773617,-0.1562311151964996,0.07009582117078675,0.14842637351721005,-0.1445180377038754,-0.003331616136691419,1.0,0.017807372796762165,0.1569285382566896,-0.24185583224728568,0.047778994248369094,0.14938758734052246,0.40971296705208865,-0.18167292689251643,0.07916703382454272,-0.3713849183108238,-0.23991934954432156,0.2064401264911681,-0.1051250213933222,-0.03709940240387811,0.0730614077835579,-0.013141938350787192,-0.023778718541875375,-0.1983729640661322,0.24228919955109426,-0.0585735153613661,-0.014052308661925143,-0.028533400498950316,-0.31147448938235633,-0.32547407145601853,0.13360347205317735,0.21592096826174104,-0.01370633314886952,0.012053749998330794,-0.07302905062154935,0.1190013402254271,0.14813633887473956,0.2762685042776429,-0.11153544420838082,0.14486126296307358,0.01948409917201116,-0.3273325516018541,-0.3256477554868385,-0.3167490981406048,0.13094551409063906,-0.03457369409735188,-0.20259091041851332,-0.24535977309767076,-0.06223074365499444,-0.1580573215838452,-0.10662660120754036,0.2797109142126694,-0.04370341052763333,-0.08943254812074167,0.07710154602282465,-0.20723043859622467,0.18906732366329404,0.115784518915741,-0.04644800006800279,0.16925478578354738,0.03629944421580573,-0.09401272441245734,-0.11004057026297603,0.04460670690167695,0.227746220011315,-0.1034909598966339,-0.12913557301951334,0.04765822988550101,-0.06918536997805777,0.086996757340455,-0.10201509052867985,0.20378954458576862,-0.20979844481217108,0.0017122558268663208,-0.1929476734137205,0.22521352688568025,0.25174105834309196,0.06030925257346768,-0.135698238077659,-0.01151415140424393,0.07710146139782836,-0.2831943725885831,-0.0799138587077391
STOCK_024,-0.08791985902674279,0.14330898682366872,-0.01650409696625631,0.20926689335324736,-0.41458557566509463,0.020727520823173914,0.05670200872473523,0.10462678672690515,-0.16889376976701517,-0.006743872010348167,0.030889383383714105,-0.1361286838952469,0.1332664768579158,0.02973894749035482,-0.36892083570963474,-0.3277584382336243,0.10209369920010969,0.13686784069888597,0.18460534120811162,-0.05418174912077608,-0.15783880986053986,0.26854799134203006,0.105415740296513,0.017807372796762165,1.0,-0.08325167789394529,-0.07654239632845514,0.041097929885440955,0.05513337837283634,-0.036690961799573124,0.15650752603795692,0.2256752766839507,-0.1415236648957398,0.137582105506598,0.09430343377881294,-0.12212761862974948,0.08621633543121134,0.329411754540821,0.06051549865517766,0.053681017801847045,0.3300887010922715,-0.1705566281307461,0.2544517445904112,0.01844999191677753,0.3815825126510397,-0.17992888514663918,0.2824219794813412,-0.10172350413927786,0.05540670596648049,0.036624012824773,0.07703903787859974,0.022807119395801163,-0.12618915843070513,-0.28014854343333884,-0.01470842889985124,0.14888719925907737,-0.07966806855929183,-0.2757545312635368,-0.13460510312801136,-0.07398474708399021,0.10723599306148072,0.18396821575340505,-0.017822474911073655,-0.13722478509970593,0.1134299978686494,-0.33267087732489725,0.09639051419778627,-0.02643244802370484,-0.25521691466196905,0.03536111598281379,-0.13724785345197288,-0.1294210174349624,-0.08321256513582721,-0.03823754914226523,-0.10472702019694954,-0.02103404924410976,0.17048834190835016,0.06020319908205007,0.027287151621566884,-0.174800300451881,-0.029711256518011316,-0.01659850945149968,0.253180960464143,0.18161273394927946,-0.14426537360006247,-0.056910515016999216,-0.005178548727798699,0.09782685023841536,0.0722443531582147,0.00918584699180991,0.13287517785074457,-0.001719631024229733,-0.09557172801662195,-0.29802028064224095,0.003599571219921957,-0.038878350602952035,-0.20200328102233497,0.18670661574452524,-0.19626050190721378,-0.3037403403687557
STOCK_025,0.008864028069077242,0.022700623433626013,0.00969572726136957,0.05715249767569442,0.16809890466903196,-0.210978676390868,-0.1970386315575036,-0.2512042252746596,0.22843136903902028,0.11441722264223977,0.040747272903194354,0.12388131041857199,-0.1177845017504554,0.03021069193478326,0.056144130330899954,0.14676305718101193,-0.22012552813494438,-0.13672950466941172,0.00905495271646814,0.16674254579247538,0.1328499109433292,-0.03507265148781525,0.035486558010429346,0.1569285382566896,-0.08325167789394529,1.0,-0.22488175729463292,-0.18492275280851028,-0.07476307338838761,0.11411073989845949,-0.06457733803547985,0.0194852064891992,-0.057107355018303614,-0.08774339389220935,0.012124450349635503,0.06948262012234654,-0.04077679320785385,-0.18804435611883305,-0.04719719611027994,0.17117422262385956,0.0313148498450582,0.15024015932488144,-0.30234546509096744,-0.11111983570158517,-0.12272856960331488,0.04124005331230749,-0.19984438168422022,0.02391940147616244,-0.016915841974295538,-0.2261862473481629,-0.004728799496358221,0.06702397090134683,0.1162250026000522,0.12125517525139394,0.0772256277994761,-0.1784956349445818,-0.05493258548119856,-0.05884864064360339,0.04585521733438196,0.05335678506454879,-0.05248300351965289,-0.02717168552225393,-0.05646373851253685,-0.06945275412086327,0.09546592329086494,0.23578217220155118,0.22746276083033506,-0.022018296063132083,0.1867123530392575,0.07754486934945179,0.03222701062573045,0.08697399061844223,0.027265060271666728,0.14922315175193301,0.0008079167536167641,0.16112276420522087,-0.01852995614164329,0.0986588301134405,-0.020480838083831422,0.13445733351405462,0.006206267072948405,0.04027320741862924,-0.010423426130225956,-0.1414379856677383,0.19772664766223408,-0.057182148526648435,-0.04585585711269229,-0.21202587661003441,-0.03773124923125214,0.005133980026724608,-0.13593044044597458,0.08595280056350882,0.1426048699797019,0.2620262215052665,0.1675696851589656,0.054306589762104944,-0.02876999956017899,-0.09857571923631865,0.23286197509385945,0.06463567883531046
STOCK_026,0.21634709562435397,-0.05268073001242746,0.05539853880626298,-0.06240397832025416,0.02707517708301341,0.4266834117192215,0.24146148231663125,0.1772200934204008,-0.2053455310383603,-0.1025514782830803,-0.2774142081508516,0.04537252025473495,0.08621406648735559,-0.2137204579568161,-0.08678775706932063,-0.05472413511860818,0.2829022728984845,0.2777929074108963,-0.009114909316970121,-0.22215567335610872,-0.07173798783393215,-0.06327396675638128,0.032432691492642884,-0.24185583224728568,-0.07654239632845514,-0.22488175729463292,1.0,0.24403469329018604,-0.01917568826689663,-0.16517539651090213,0.13386334297456243,-0.13256511939204663,0.29134348948975225,0.05296321588158657,-0.2737691031474993,0.021828606961218678,-0.12385974977938896,0.07030747329742991,-0.0670607145657386,-0.3084158099549407,-0.05875632470225786,0.04513729921481891,0.1129979225522397,0.060460666625972305,0.14067445963013786,0.10072898991616419,0.16659132853040926,-0.007885968514425678,0.07046087003785559,0.14043139477413835,-0.13683139135795602,0.03008866003822616,-0.08768363674277459,-0.1724219960360914,-0.07499891374932335,0.21784550023206736,0.05136597511957831,-0.008299185427051358,0.2955225969310668,-0.14055027076372248,-0.04389495344848676,0.0308579860151619,0.18613400605262617,-0.0911873248571456,-0.17060746540980762,0.037677317091138134,0.005135723009945093,0.1631780362547293,-0.16552532499512385,-0.18894875390068697,-0.01697860616436902,0.06646175813437814,-0.17110581818113296,-0.09611532052273755,-0.017058500448818972,-0.07136614229778716,0.015751803301333026,-0.2946982396256553,-0.004648528384683352,-0.07380107373416266,-0.19358994829069098,-0.17976802370896428,0.00035409494295519364,0.050200303218370226,-0.3102496162911768,0.1900451035648005,0.06415592918084286,0.16545521850434028,-0.0017021057317116273,0.02900453256636042,-0.054181159955995664,-0.19294108747041022,-0.34875756349674825,-0.20041046495126627,-0.16839213255853464,0.09228916418783942,0.08511892750011285,0.048410668527720566,-0.09913848863731414,0.03445416684998822
STOCK_027,0.16518980509337988,0.050262372932090064,-0.10941205641860008,-0.18448654851107027,-0.20272984281508788,-0.11396296016973156,0.1666404370329709,0.22745779246293577,-0.05714711540934589,-0.2858493092945237,-0.40412778830203017,0.06026180885735848,0.10973474962689664,-0.0026948197847823175,-0.17758056656323648,-0.0023177596840226536,0.09422721669546452,0.15013377849510226,-0.05294936659309076,-0.228218021719244,0.2198255360298011,-0.22701822312955366,-0.25645783365251035,0.047778994248369094,0.041097929885440955,-0.18492275280851028,0.24403469329018604,1.0,0.23164579057985166,0.21530277747565216,-0.27937665755720403,-0.2351748647053692,-0.18751245869154579,-0.05973309432441145,-0.005383023463674024,-0.3061814668086816,-0.07115689418295533,0.2885088952148571,0.14445799172187387,-0.4962339060133337,-0.21868750924431785,0.18557734235740736,0.3980488321442803,0.05576009026367713,0.21636457177229249,-0.1303245103182145,0.05864029172057611,0.011678586374172385,0.42131806533452726,0.606261531362242,-0.052463521118731524,0.04158045816816409,-0.17067136832062865,0.11327103635021336,0.015667395405682218,0.26665239440891714,0.3358095129770571,0.3518027555430114,-0.14408155347919457,-0.16657631391036873,-0.30134403168382734,0.17523547211076662,0.0016683781143356413,-0.11168200568601776,-0.34434171954714676,-0.07902432799541474,-0.3935293092532331,-0.3019498723302036,0.16111989459137296,0.02045287681601389,-0.17424296193682434,-0.11203935037935622,-0.11837883289364243,0.012644797672334038,0.03766903613044773,-0.3616910969015133,0.005180890263751007,-0.34436731931980524,-0.144296869259052,-0.4480360124507097,-0.13355702302613803,0.009715600157185112,-0.23398145811665744,-0.01190557228018763,0.0015463893122553975,0.24096637787980602,0.22170417020571295,0.01096286993796451,-0.020645206331475034,0.04598029156838099,0.45422740291502445,-0.3514075323602664,-0.033305379672259335,-0.09100008700690389,-0.18827735748732954,-0.39031269007132846,0.09328695606282221,0.10558635169563418,-0.2940212953448989,0.17765895229048279
STOCK_028,0.05967077902669918,0.1594291224087511,-0.05684543036627988,-0.04923737522541487,-0.2279375116393323,-0.06143928730998265,0.29563072512500016,0.10715149229172802,-0.03408546527167275,-0.18995809149706144,-0.2404906026908816,0.01596303394085352,0.07482885839162029,-0.12392060900703039,-0.20094846010780137,0.08979477526742675,-0.07637442042226354,-0.08875189426964633,-0.002892234063547672,-0.1840274232296473,0.0599380773664587,0.006938661673536625,-0.2481206292811117,0.14938758734052246,0.05513337837283634,-0.07476307338838761,-0.01917568826689663,0.23164579057985166,1.0,0.2526981743348271,-0.09544618790732716,0.13363060967273124,-0.20895185263274793,-0.020506505329096234,0.17689149558620984,-0.06561984815746817,0.006047247044987087,0.29152461931445134,0.1563138774449477,-0.12596224867542835,-0.1721688398446123,0.11685692075664679,0.34716538724625023,0.045515116821739116,0.008875422056313656,-0.23950261741209067,-0.13899105954673951,0.012699000194281097,0.3954185506510449,0.2507207309830127,-0.05688017935205011,0.06289200552030529,0.016798769476227278,0.08841234089862729,0.017148797874813205,0.10936165012400724,0.24263371739239176,0.24520373012486715,-0.2226737737138734,-0.3252226038528016,-0.24340644313962623,0.2016831076735811,-0.014647321048547685,-0.044673180106040225,-0.16549739412249692,-0.051021082242978626,-0.24926776117661573,-0.14914322147468462,0.018143550235343503,-0.08460109376010899,-0.06294703390948925,-0.0106982726440309,-0.17928759617524437,0.0683897857877766,-0.03333619203374341,-0.15747250273000976,0.04338381069220287,0.04237640945609567,-0.24683693371159407,-0.2831331711964365,0.034195212471992836,-0.007168982612870521,-0.05703644643285187,-0.07534624495304967,-0.06491237978004813,0.16711653000745827,0.18456128887259857,0.04975207285408163,0.10668764755461944,-0.04788109219531531,0.1993806704735128,-0.19990790070437567,0.02139486658054775,0.026503122009373006,0.047726037911159036,-0.20510803721430196,-0.025522593735498433,-0.050138140240422215,-0.32420864846342307,0.07434119764999568
STOCK_029,0.15628813376010217,-0.06535115818552682,-0.15708134952140376,-0.0007547139581949747,-0.06876453943720211,-0.4969018935416859,-0.12177743923797053,-0.07400324545309747,0.17468033800476274,-0.0310144307368176,-0.4251558860498221,0.050264463858868874,0.13127238662374688,-0.08460581997962084,-0.22196462859448882,0.25728406467034454,-0.2826358245173022,0.010901659771516258,-0.3517537211704433,-0.13902998903986938,0.43414331650471694,0.12622035093139516,0.03829812808896322,0.40971296705208865,-0.036690961799573124,0.11411073989845949,-0.16517539651090213,0.21530277747565216,0.2526981743348271,1.0,-0.3685150850348931,0.18811467012103764,-0.3451185140804603,-0.13311728943052878,0.05424130868012268,0.0986483523395465,-0.455492629100493,-0.03927677690368064,0.03965443056644398,0.03696365638469263,-0.22834649284881464,0.19170554123182276,-0.030057333456320865,-0.1473337294828756,-0.1133959995901798,-0.16888167052398068,-0.23714858169496777,0.28708063746237855,0.4378280351059541,0.33225689254985935,0.011678967585730166,0.20778955151274955,0.035818343970813724,0.23620951104238055,0.4196916019120046,-0.09544010346483349,0.10789093054491228,0.31825750065546304,-0.3772742376229331,-0.3029485342169526,-0.37723430029322147,0.0655650247949903,-0.26906960555579623,-0.20362947800644693,-0.20311672658772376,0.14309815917817195,-0.0771008373083327,-0.3427414130519175,0.5687966006328857,0.17983301818925032,-0.007851452377685735,-0.10954786042490278,-0.12074784650173104,0.4389906519080116,0.0900186473468523,-0.23833495890026385,-0.08439742313418665,0.2416696888983923,-0.053706719841542995,-0.4751201659398127,-0.01851278493144745,0.2053916954631523,0.05099472866935627,-0.1270399761138256,0.3236446189414186,-0.04103691810162906,0.4341016925767699,-0.20478329319921001,-0.013285429235641986,0.15478419682838923,0.010165896299776229,-0.19727782159295318,0.08051060330630203,0.4577377023503006,0.24668122908808804,-0.17684358345730183,-0.049951886830387975,-0.05578256991592095,0.020881215060919688,0.21366654842697563
STOCK_030,-0.06086110613713257,0.07261125095282998,0.10186003530380723,0.19830402484479334,-0.07022566581179647,0.3220820137670505,0.22700867270487293,-0.01977941498572483,-0.10831845873004564,0.12402468900460308,0.06696844168651858,-0.06472707926705935,0.020291169789042572,-0.17544863367007368,-0.14661872021946415,-0.19255783378981625,-0.0997379025433058,-0.09594471820533798,0.421382172217858,0.03907024516362002,-0.19900094516774997,0.18054522706932025,0.0728113075386538,-0.18167292689251643,0.15650752603795692,-0.06457733803547985,0.13386334297456243,-0.27937665755720403,-0.09544618790732716,-0.3685150850348931,1.0,0.25281992033915157,0.0026832839483367688,0.03682444690147152,-0.018451545007924078,0.10096514199851465,0.2578616233619381,0.12780666765679088,-0.08880414103022802,0.11433057898417955,0.3938482704038307,-0.12581132644386248,0.030510554319703346,0.03793749417814592,0.2061555300754876,0.09982777088054509,0.0690643058228753,-0.1403680064847834,-0.20833554205353472,-0.39816132706106033,-0.04816063222273513,-0.02575924699960552,-0.1602752272894569,-0.38428747996487145,-0.23177292610145267,0.0619653428751727,0.02006760094261531,-0.35587392986273275,0.2808301457459945,-0.11043019675383854,0.11194158374899235,0.10501198060090852,0.2669755215127753,-0.18287358235960244,0.2230532199246595,-0.10067036563466548,0.31200167823377584,0.2695171800363971,-0.5042331277374018,-0.22696268299677896,-0.07219957743241581,0.1739634166594328,-0.04696446356312718,-0.0712296761662288,-0.142539857383321,0.3538450231337571,0.19665327964829266,0.022219206291928133,-0.12351932801612407,0.268298523926069,-0.14244228622446437,-0.18204725783676082,0.20987411953370577,-0.10952851889213869,-0.19976600416765442,0.14123263552776189,-0.17246996347467458,0.053263091641765084,-0.038352271005878374,-0.052616099649363056,-0.18442003483736868,0.1000333178686913,-0.05941241545975125,-0.19837931261991898,-0.09933174297741242,0.12885111078109812,-0.23335242958778846,0.10415516692944023,0.015707793294467313,-0.31098842909936153
STOCK_031,-0.26762530292124886,0.09248606929914864,-0.01577408670053666,0.28145405532136375,-0.42469223050148264,0.01879796374316408,0.2438389140013896,-0.020592391895223393,-0.04128982478260644,0.28182710113240017,0.17450404556264476,0.012814271016783467,-0.026343079771511804,-0.11466260871992676,-0.5101578847967485,-0.03521674561011212,-0.06719621624543465,-0.15014537250798093,0.17641506192831247,-0.43032438953843005,-0.08834219341566507,0.5105141262503176,0.1130615642301787,0.07916703382454272,0.2256752766839507,0.0194852064891992,-0.13256511939204663,-0.2351748647053692,0.13363060967273124,0.18811467012103764,0.25281992033915157,1.0,0.1315794933449903,0.13440824159869003,0.15540961889800262,0.3127872296594058,-0.18434115850121036,0.024446337432495368,-0.15040977346843168,0.4169268559173722,0.3142593999057322,0.0034623845973150453,0.12685840441908244,-0.18442749657964852,0.05697066799036269,-0.17505133248480248,-0.17745126452743673,-0.06318778837347863,-0.013543155843306546,-0.1420393524775959,0.012005156792587329,0.09343092730513294,-0.09353170282492645,-0.2025605429609059,0.2731970177322686,0.08767073530614956,-0.04802032182719132,-0.012700779593141972,-0.15421055366104852,-0.1488361427456814,0.12546292029218384,0.314370335060989,-0.14992557832608355,0.10989668478561976,0.192068315794376,-0.07944223035667476,0.3831241163627212,0.0051166210758488186,-0.17942319557212283,0.10767067191161468,-0.04981162491378736,-0.17107727149921728,-0.15321178347338477,0.11764725297335576,-0.08586929033102014,0.08622269456762961,0.08777627641860744,0.6586996130775161,-0.09870910428873102,0.07967335697585133,-0.01703793254803515,-0.011696216764171343,0.3534692978211715,0.18007081914231643,-0.08402679456464118,0.12914088930378861,0.18991071170451024,0.12223700212103042,0.08375582862250015,0.1439025120053506,-0.3516928918089338,-0.04489008925999048,-0.02957657252674886,-0.018952221342617804,0.23898883366127238,0.035818254260683975,-0.41748044344170776,-0.11890034157431688,-0.15390498990475476,0.08972037462034683
STOCK_032,-0.2653460923899351,-0.13420622469833365,0.15626909397681998,0.046432501147034455,0.0740504787634589,0.35314907789024974,-0.08979526840886128,0.1647926712545356,-0.12559756948493925,0.178781875628149,0.497824377827227,-0.03251579604554226,-0.11622672818622788,0.19391514920131905,0.013950789949017132,0.024821571679289715,0.5535078959153088,0.1800655129153935,-0.06054315542149011,-0.31600217912118567,-0.30747094117155704,0.13875741682817114,0.2686714954195543,-0.3713849183108238,-0.1415236648957398,-0.057107355018303614,0.29134348948975225,-0.18751245869154579,-0.20895185263274793,-0.3451185140804603,0.0026832839483367688,0.1315794933449903,1.0,0.2260384637609969,-0.3128534372563247,0.30460678730112467,-0.2917073600864273,-0.435630522640408,-0.3876156694317428,0.11903106876525651,0.13122434412432477,-0.055622440252417166,-0.26693355266718477,-0.1597267146297118,0.0475341431594629,0.12121628246959991,0.09817529351370713,-0.16931158301932725,-0.30311821934658967,-0.11282437572383017,0.11331790837081336,-0.021266925546342474,0.12258563889811781,-0.0038649526085173876,0.094180845931226,0.1935386772261421,-0.4017147675063371,-0.0025663920192087707,0.29889962905219214,0.2228086519368351,0.4925866346474729,0.003998621094232625,-0.08285153307539139,0.500519051132919,0.12103128284090606,-0.007090801124451301,0.4266268305538694,0.23471877108119596,-0.021180499063476084,0.0816632089604585,0.1972394660491902,-0.26647763786336826,-0.09376885719842863,-0.15816141566863956,0.09896383406041356,-0.005215306541387373,-0.22601383978954823,0.17245738853305256,0.34222347657382257,0.4154684051824696,-0.007993927761657253,-0.05413327822673613,-0.007870978410952825,0.5903850597746902,-0.23631560139598126,0.00029703249480463604,0.03943497915186857,0.2733288851772789,0.033915504365259384,0.03231391929562999,-0.31775388222519596,0.09202119206224266,-0.3022504485213469,-0.2156622474478466,0.03341517160012718,0.2208355544017894,0.014695203084804606,-0.037826994571457724,0.08038621722079428,0.25942035487645065
STOCK_033,-0.10618857305617654,-0.019222573502525257,0.04062622858009636,-0.041406696740287616,-0.08215306909989309,0.12293847599556827,0.07803577530148992,0.20838864074194566,-0.22515742666188654,-0.015455667196726782,0.14004507064409988,-0.07926056453785174,0.022560532649092017,-0.04874399559940631,0.03568225370372265,-0.008670854773219066,0.2536851882858976,-0.0753402431499241,0.10384313093134814,-0.0805499179093262,-0.13807820562390613,0.21431308121421597,0.09576410170007764,-0.23991934954432156,0.137582105506598,-0.08774339389220935,0.05296321588158657,-0.05973309432441145,-0.020506505329096234,-0.13311728943052878,0.03682444690147152,0.13440824159869003,0.2260384637609969,1.0,-0.007227307340999121,0.24136050037057158,0.006328348321689869,-0.006370542180009644,0.10498792534229591,0.23206533037824095,0.20483952729341448,-0.035692200829680804,0.0761793473774459,-0.06198408689877012,0.06478968479573938,0.12494922521607084,0.19757314171304466,-0.1975293576515459,-0.10322886035185422,0.01995086839170358,0.12988687018701972,0.09172389715372,0.015995185034565172,-0.07660445709487368,-0.011719298875246944,-0.020119808042797886,-0.32825969458449306,0.04338912132652554,-0.06306866537057541,0.11693698445134983,0.2199933976220827,0.03645924853714555,-0.004878828195694701,0.09181917371448128,0.25587144143609475,-0.16327664252489335,0.14086028451386687,0.09509178687588028,-0.20103391611152036,0.052676031225716916,0.14883428760661058,-0.26961404146016954,-0.09004204828963823,-0.12597732954816532,-0.32452974789180894,0.005253004726147875,-0.11165334726882553,0.05421049510995401,0.13095883309128772,0.08148872858011334,0.16572711227411963,0.0032345348379136285,0.11466122272509982,0.21611330878762355,0.02831237039961105,-0.04241515594624553,0.007027283174889235,0.16676079652202813,-0.1683354168067001,0.04143558350452958,0.07812639142637569,-0.013996188862162142,-0.19283562981451144,-0.22293825612520526,0.11321081047541397,0.13497259008748566,0.061354872510383456,-0.02763321971986091,0.024046001343697523,-0.07990632286175073
STOCK_034,-0.1792998890830741,0.011065243843335588,-0.15770656968071542,0.056091147905578724,0.05543853175149825,-0.05498243639071784,0.2404084185403333,-0.13345758954425557,0.022967975110735693,-0.002097173884523058,0.06338008802624244,-0.012853722756756166,-0.08285888587316045,0.12541391335806337,-0.0201110095611582,-0.008841336070223834,-0.21823321988114044,-0.1846604054408125,0.0011734238066267418,0.06696070244255718,-0.06585379130892606,-0.002814353877380832,-0.09769958580888438,0.2064401264911681,0.09430343377881294,0.012124450349635503,-0.2737691031474993,-0.005383023463674024,0.17689149558620984,0.05424130868012268,-0.018451545007924078,0.15540961889800262,-0.3128534372563247,-0.007227307340999121,1.0,-0.06083143947972802,0.12210449297809649,0.055957508447204506,0.16108607962956273,0.0052375023328883425,0.0021542997472224364,0.1448639282649724,0.1729320441054583,0.10179823228844563,-0.19646871841614263,-0.1621009521228578,-0.10694717062408655,-0.05907201807965569,0.08976869145075171,-0.09476868915650911,-0.05691762031139616,-0.03096154214653638,0.08930146292949719,0.06613219413316371,-0.09668326281886835,-0.15334665348752718,0.0743764277419951,0.16925232000899473,-0.2781877085483115,-0.14345478706454975,0.008546337141786334,0.14836681440606064,-0.008712569333303718,-0.019778979760817685,-0.04932424109825761,-0.05083016712281449,-0.20600017243612675,-0.0481816400647494,-0.15916064087622198,0.00521998374830568,0.04202400094228621,0.05334021089283286,0.02912628218775469,-0.07995263313745814,0.047788047371712536,-0.11922930736328527,0.12395062879197712,0.0017057636885545978,-0.23170956560309652,0.05857708193266048,0.14411379226790327,0.23264722148139877,0.0378790939438923,-0.033725362171150054,-0.03099451944437784,0.03739295797179982,-0.07853561266154216,0.054951285001876744,0.2377621546061944,-0.134492355019147,0.0033925472911142374,-0.08566157793090905,0.28025001886049167,0.15278788618780334,0.10403711087088395,-0.05878917990199038,0.05518875779842901,-0.10368237067292974,-0.25864256045156997,-0.1133407024483707
STOCK_035,-0.08465197215424995,-0.1789330761925209,0.019363872863854978,0.07185723825999236,0.06367098452520963,0.1369869037373376,0.024642637451985906,0.04344334346647321,-0.1273067025479499,0.10057114847950113,0.16315061736561504,0.01713500029913828,-0.01542386743103777,-0.22343036525951607,0.06524621874320455,0.04900034018504615,0.05826067070946923,-0.12874838745180933,-0.08872297377267616,-0.12403750643910512,-0.14643730328960608,0.4101772269481306,0.14376554197810143,-0.1051250213933222,-0.12212761862974948,0.06948262012234654,0.021828606961218678,-0.3061814668086816,-0.06561984815746817,0.0986483523395465,0.10096514199851465,0.3127872296594058,0.30460678730112467,0.24136050037057158,-0.06083143947972802,1.0,-0.2703818382968734,-0.26614850170157583,-0.131545907439378,0.4627995706749089,0.1634678856836728,-0.028008788592389876,-0.22930721891255235,-0.09950287359960179,-0.1595368914404512,0.17841969156024232,0.06498424533958586,0.025237911921931675,-0.18849701424824128,-0.21009269344169393,0.05410456179896074,0.16880213794214674,0.1648932006139198,-0.05602703934326437,0.1512367679634762,-0.1142205796321044,-0.40653680942035364,-0.002407568736775067,0.09145447706039438,0.08833318992737368,0.27330281989450966,-0.04654116857145411,-0.1826521295710119,0.12601156834121602,0.33284216716896525,0.14208093866611096,0.3610930570763784,0.21343356550151008,-0.07884586013667315,0.08799273414021545,0.18805173120456287,-0.15125000702952232,0.030912475328384877,0.15243909414071316,-0.2626447776088743,0.061662140135807654,-0.09577593546324273,0.3771613989438233,0.24325374091137295,0.17541982089794095,0.07093228422980424,-0.003048514486646095,0.35915985237713893,0.12704715878167017,0.03098520385897239,-0.12557875237860472,0.03537256798443726,0.1427487966405914,-0.058106537580604724,0.04841113502131799,-0.3036020669760565,0.13817511156179824,-0.2303585146685715,0.07241369739218181,0.3301674521966382,0.3872884132939765,0.009002754273185073,-0.25603788390194143,0.23016336077036362,0.02227320197253253
